Age,Attrition,Attrition_num,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime
25,No,0,Travel_Rarely,685,Research & Development,1,3,Life Sciences,Female,Manufacturing Director,3,Married,4898,No
42,No,0,Travel_Rarely,269,Research & Development,2,3,Medical,Female,Laboratory Technician,1,Divorced,2593,Yes
40,No,0,Travel_Rarely,1416,Research & Development,2,2,Medical,Male,Research Director,3,Divorced,19436,No
51,No,0,Travel_Rarely,833,Research & Development,1,3,Life Sciences,Male,Research Scientist,4,Married,2723,No
31,Yes,1,Travel_Frequently,307,Research & Development,29,2,Medical,Male,Laboratory Technician,2,Single,3479,No
32,No,0,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,Male,Laboratory Technician,2,Married,2794,No
38,No,0,Non-Travel,1327,Sales,2,2,Life Sciences,Male,Sales Executive,4,Married,5249,No
32,No,0,Travel_Rarely,128,Research & Development,2,1,Technical Degree,Male,Laboratory Technician,1,Single,2176,No
46,No,0,Travel_Rarely,488,Sales,2,3,Technical Degree,Female,Manager,2,Married,16872,Yes
28,Yes,1,Travel_Rarely,529,Research & Development,2,4,Life Sciences,Male,Laboratory Technician,3,Single,3485,No
29,No,0,Travel_Rarely,1210,Sales,2,3,Medical,Male,Sales Executive,2,Married,6644,No
31,No,0,Travel_Rarely,1463,Research & Development,23,3,Medical,Male,Healthcare Representative,4,Married,5582,No
25,No,0,Non-Travel,675,Research & Development,5,2,Life Sciences,Male,Healthcare Representative,1,Divorced,4000,No
45,No,0,Travel_Rarely,1385,Research & Development,20,2,Medical,Male,Healthcare Representative,4,Married,13496,Yes
36,No,0,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,Male,Laboratory Technician,4,Married,3210,No
55,No,0,Travel_Rarely,452,Research & Development,1,3,Medical,Male,Manager,1,Single,19045,Yes
47,Yes,1,Non-Travel,666,Research & Development,29,4,Life Sciences,Male,Manager,2,Married,11849,Yes
28,No,0,Travel_Rarely,1158,Research & Development,9,3,Medical,Male,Research Scientist,4,Married,2070,No
37,No,0,Travel_Rarely,228,Sales,6,4,Medical,Male,Sales Executive,4,Married,6502,No
21,No,0,Travel_Rarely,996,Research & Development,3,2,Medical,Male,Research Scientist,3,Single,3230,No
37,No,0,Non-Travel,728,Research & Development,1,4,Medical,Female,Research Director,4,Divorced,13603,Yes
35,No,0,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,Female,Manager,2,Divorced,11996,No
38,No,0,Travel_Rarely,322,Sales,7,2,Medical,Female,Sales Executive,1,Divorced,5605,Yes
26,No,0,Travel_Frequently,1479,Research & Development,1,3,Life Sciences,Female,Manufacturing Director,2,Divorced,6397,No
50,No,0,Travel_Rarely,797,Research & Development,4,1,Life Sciences,Male,Research Director,2,Divorced,19144,No
53,No,0,Travel_Rarely,1070,Research & Development,3,4,Medical,Male,Research Director,3,Married,17584,Yes
42,No,0,Travel_Rarely,635,Sales,1,1,Life Sciences,Male,Sales Executive,3,Married,4907,No
29,No,0,Travel_Frequently,442,Sales,2,2,Life Sciences,Male,Sales Executive,4,Single,4554,No
55,No,0,Travel_Rarely,147,Research & Development,20,2,Technical Degree,Male,Laboratory Technician,4,Married,5415,Yes
26,No,0,Travel_Frequently,496,Research & Development,11,2,Medical,Male,Healthcare Representative,1,Married,4741,Yes
37,No,0,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,Female,Research Scientist,4,Single,2115,No
44,Yes,1,Travel_Frequently,920,Research & Development,24,3,Life Sciences,Male,Laboratory Technician,3,Divorced,3161,Yes
38,No,0,Travel_Rarely,688,Research & Development,23,4,Life Sciences,Male,Healthcare Representative,4,Divorced,5745,No
26,Yes,1,Travel_Rarely,1449,Research & Development,16,4,Medical,Male,Laboratory Technician,2,Divorced,2373,Yes
28,No,0,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,Female,Research Scientist,4,Single,3310,No
49,No,0,Travel_Frequently,636,Research & Development,10,4,Life Sciences,Female,Research Director,1,Single,18665,Yes
36,No,0,Travel_Rarely,506,Research & Development,3,3,Technical Degree,Male,Research Scientist,2,Single,4485,No
31,No,0,Travel_Frequently,444,Sales,5,3,Marketing,Female,Sales Representative,2,Divorced,2789,No
26,Yes,1,Travel_Rarely,950,Sales,4,4,Marketing,Male,Sales Executive,4,Single,5828,Yes
37,No,0,Travel_Frequently,889,Research & Development,9,3,Medical,Male,Research Scientist,4,Married,2326,Yes
42,No,0,Travel_Frequently,555,Sales,26,3,Marketing,Female,Sales Executive,2,Married,13525,No
18,Yes,1,Travel_Rarely,230,Research & Development,3,3,Life Sciences,Male,Laboratory Technician,3,Single,1420,No
35,No,0,Travel_Rarely,1232,Sales,16,3,Marketing,Male,Sales Executive,2,Married,8020,No
36,No,0,Travel_Frequently,566,Research & Development,18,4,Life Sciences,Male,Laboratory Technician,4,Married,3688,No
51,No,0,Travel_Rarely,1302,Research & Development,2,3,Medical,Male,Manufacturing Director,2,Divorced,5482,No
41,No,0,Travel_Rarely,334,Sales,2,4,Life Sciences,Male,Manager,2,Single,16015,No
18,No,0,Travel_Rarely,812,Sales,10,3,Medical,Female,Sales Representative,3,Single,1200,No
28,No,0,Travel_Rarely,1476,Research & Development,16,2,Medical,Male,Healthcare Representative,1,Single,5661,No
31,No,0,Travel_Rarely,218,Sales,7,3,Technical Degree,Male,Sales Executive,4,Married,6929,No
39,No,0,Travel_Rarely,1132,Research & Development,1,3,Medical,Male,Healthcare Representative,4,Divorced,9613,No
36,No,0,Non-Travel,1105,Research & Development,24,4,Life Sciences,Female,Laboratory Technician,2,Married,5674,No
32,No,0,Travel_Rarely,906,Sales,7,3,Life Sciences,Male,Sales Executive,3,Married,5484,No
38,No,0,Travel_Rarely,849,Research & Development,25,2,Life Sciences,Female,Research Director,2,Married,12061,No
58,No,0,Non-Travel,390,Research & Development,1,4,Life Sciences,Male,Healthcare Representative,3,Divorced,5660,Yes
31,No,0,Travel_Rarely,691,Research & Development,5,4,Technical Degree,Male,Research Scientist,4,Married,4821,Yes
31,No,0,Travel_Rarely,106,Human Resources,2,3,Human Resources,Male,Human Resources,1,Married,6410,No
45,No,0,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,Male,Laboratory Technician,1,Divorced,5210,No
31,No,0,Travel_Rarely,192,Research & Development,2,4,Life Sciences,Male,Research Scientist,4,Divorced,2695,Yes
33,No,0,Travel_Frequently,553,Research & Development,5,4,Life Sciences,Female,Manager,2,Married,11878,No
39,No,0,Travel_Rarely,117,Research & Development,10,1,Medical,Male,Manager,1,Married,17068,Yes
43,No,0,Travel_Frequently,185,Research & Development,10,4,Life Sciences,Female,Laboratory Technician,4,Single,2455,No
49,No,0,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,Female,Healthcare Representative,3,Single,13964,Yes
52,Yes,1,Travel_Rarely,723,Research & Development,8,4,Medical,Male,Research Scientist,2,Married,4941,No
27,No,0,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,Female,Research Scientist,2,Single,2478,Yes
32,No,0,Travel_Rarely,588,Sales,8,2,Technical Degree,Female,Sales Executive,2,Married,5228,Yes
27,No,0,Travel_Rarely,1377,Sales,2,3,Life Sciences,Male,Sales Executive,3,Single,4478,Yes
31,No,0,Travel_Rarely,691,Sales,7,3,Marketing,Male,Sales Executive,4,Divorced,7547,No
32,No,0,Travel_Rarely,1018,Research & Development,2,4,Medical,Female,Research Scientist,4,Single,5055,No
28,Yes,1,Travel_Rarely,1157,Research & Development,2,4,Medical,Male,Research Scientist,4,Married,3464,Yes
30,No,0,Travel_Rarely,1275,Research & Development,28,2,Medical,Female,Research Scientist,4,Married,5775,No
31,No,0,Travel_Frequently,798,Research & Development,7,2,Life Sciences,Female,Manufacturing Director,3,Married,8943,No
39,No,0,Travel_Frequently,672,Research & Development,7,2,Medical,Male,Manager,4,Married,19272,No
39,Yes,1,Travel_Rarely,1162,Sales,3,2,Medical,Female,Sales Executive,3,Married,5238,Yes
33,No,0,Travel_Frequently,508,Sales,10,3,Marketing,Male,Sales Executive,4,Single,4682,No
47,No,0,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,Male,Research Director,3,Married,18300,No
43,No,0,Travel_Frequently,559,Research & Development,10,4,Life Sciences,Female,Laboratory Technician,3,Divorced,5257,No
27,No,0,Non-Travel,210,Sales,1,1,Marketing,Male,Sales Executive,2,Married,6349,Yes
54,No,0,Travel_Frequently,928,Research & Development,20,4,Life Sciences,Female,Research Scientist,3,Single,4869,No
43,No,0,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,Female,Healthcare Representative,1,Married,9985,No
45,No,0,Travel_Rarely,549,Research & Development,8,4,Other,Male,Research Scientist,4,Married,3697,No
40,No,0,Travel_Rarely,1124,Sales,1,2,Medical,Male,Sales Executive,4,Married,7457,Yes
29,Yes,1,Travel_Rarely,318,Research & Development,8,4,Other,Male,Laboratory Technician,1,Married,2119,Yes
29,No,0,Travel_Rarely,738,Research & Development,9,5,Other,Male,Laboratory Technician,4,Single,3983,No
30,No,0,Travel_Rarely,570,Sales,5,3,Marketing,Female,Sales Executive,3,Divorced,6118,No
27,No,0,Travel_Rarely,1130,Sales,8,4,Marketing,Female,Sales Executive,2,Married,6214,No
37,No,0,Travel_Rarely,1192,Research & Development,5,2,Medical,Male,Manufacturing Director,4,Divorced,6347,No
38,No,0,Travel_Rarely,343,Research & Development,15,2,Life Sciences,Male,Research Director,4,Divorced,11510,Yes
31,No,0,Travel_Rarely,1232,Research & Development,7,4,Medical,Female,Manufacturing Director,4,Single,7143,Yes
29,No,0,Travel_Rarely,144,Sales,10,1,Marketing,Female,Sales Executive,2,Divorced,8268,Yes
35,No,0,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,Male,Manufacturing Director,2,Single,8095,No
23,No,0,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,Male,Research Scientist,4,Divorced,2904,No
41,No,0,Travel_Rarely,483,Research & Development,6,3,Medical,Male,Manufacturing Director,2,Single,6032,Yes
47,No,0,Travel_Frequently,1309,Sales,4,1,Medical,Male,Sales Representative,3,Single,2976,No
42,No,0,Travel_Rarely,810,Research & Development,23,5,Life Sciences,Female,Research Director,4,Single,15992,No
29,No,0,Non-Travel,746,Sales,2,3,Life Sciences,Male,Sales Executive,3,Married,4649,No
42,No,0,Travel_Rarely,544,Human Resources,2,1,Technical Degree,Male,Human Resources,3,Divorced,2696,Yes
32,No,0,Travel_Rarely,1062,Research & Development,2,3,Medical,Female,Laboratory Technician,2,Married,2370,No
48,No,0,Travel_Rarely,530,Sales,29,1,Medical,Female,Manager,3,Married,12504,No
37,No,0,Travel_Rarely,1319,Research & Development,6,3,Medical,Male,Research Scientist,1,Divorced,5974,Yes
30,No,0,Non-Travel,641,Sales,25,2,Technical Degree,Female,Sales Executive,3,Married,4736,Yes
26,No,0,Travel_Rarely,933,Sales,1,3,Life Sciences,Male,Sales Executive,3,Married,5296,No
42,No,0,Travel_Rarely,1332,Research & Development,2,4,Other,Male,Healthcare Representative,4,Single,6781,No
21,Yes,1,Travel_Frequently,756,Sales,1,1,Technical Degree,Female,Sales Representative,2,Single,2174,Yes
36,No,0,Non-Travel,845,Sales,1,5,Medical,Female,Sales Executive,4,Single,6653,No
36,No,0,Travel_Frequently,541,Sales,3,4,Medical,Male,Sales Executive,4,Married,9699,No
57,No,0,Travel_Rarely,593,Research & Development,1,4,Medical,Male,Healthcare Representative,3,Married,6755,No
40,No,0,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,Female,Laboratory Technician,3,Married,2213,Yes
21,No,0,Non-Travel,895,Sales,9,2,Medical,Male,Sales Representative,4,Single,2610,No
33,Yes,1,Travel_Rarely,350,Sales,5,3,Marketing,Female,Sales Representative,3,Single,2851,Yes
37,No,0,Travel_Rarely,921,Research & Development,10,3,Medical,Female,Laboratory Technician,1,Married,3452,No
46,No,0,Non-Travel,1144,Research & Development,7,4,Medical,Female,Manufacturing Director,3,Married,5258,No
41,Yes,1,Travel_Frequently,143,Sales,4,3,Marketing,Male,Sales Executive,2,Single,9355,No
50,No,0,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,Male,Healthcare Representative,4,Single,10496,No
40,Yes,1,Travel_Rarely,575,Sales,22,2,Marketing,Male,Sales Executive,3,Married,6380,Yes
31,No,0,Travel_Rarely,408,Research & Development,9,4,Life Sciences,Male,Research Scientist,2,Single,2657,Yes
21,Yes,1,Travel_Rarely,156,Sales,12,3,Life Sciences,Female,Sales Representative,2,Single,2716,No
29,No,0,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,Male,Research Scientist,4,Single,2201,No
35,No,0,Travel_Rarely,755,Research & Development,9,4,Life Sciences,Male,Healthcare Representative,2,Single,6540,No
27,No,0,Travel_Rarely,1469,Research & Development,1,2,Medical,Male,Laboratory Technician,2,Divorced,3816,No
28,No,0,Travel_Rarely,304,Sales,9,4,Life Sciences,Male,Sales Executive,4,Single,5253,No
49,No,0,Travel_Rarely,1261,Research & Development,7,3,Other,Male,Healthcare Representative,3,Single,10965,No
51,No,0,Travel_Rarely,1178,Sales,14,2,Life Sciences,Female,Sales Executive,4,Married,4936,No
36,No,0,Travel_Rarely,329,Research & Development,2,3,Life Sciences,Female,Research Scientist,3,Married,2543,No
34,Yes,1,Non-Travel,1362,Sales,19,3,Marketing,Male,Sales Executive,4,Single,5304,Yes
55,No,0,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,Female,Manager,4,Single,16659,Yes
24,No,0,Travel_Rarely,1371,Sales,10,4,Marketing,Female,Sales Executive,3,Divorced,4260,Yes
30,No,0,Travel_Rarely,202,Sales,2,1,Technical Degree,Male,Sales Representative,2,Married,2476,No
26,Yes,1,Travel_Frequently,575,Research & Development,3,1,Technical Degree,Male,Research Scientist,1,Single,3102,No
22,No,0,Travel_Rarely,253,Research & Development,11,3,Medical,Female,Research Scientist,2,Married,2244,No
36,No,0,Travel_Rarely,164,Sales,2,2,Medical,Male,Sales Executive,3,Married,7596,No
30,Yes,1,Travel_Frequently,464,Research & Development,4,3,Technical Degree,Male,Research Scientist,4,Single,2285,Yes
37,No,0,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,Female,Laboratory Technician,1,Divorced,3034,No
40,No,0,Travel_Rarely,759,Sales,2,2,Marketing,Female,Sales Executive,2,Divorced,5715,No
42,No,0,Travel_Rarely,201,Research & Development,1,4,Life Sciences,Female,Laboratory Technician,1,Divorced,2576,No
37,No,0,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,Male,Manufacturing Director,2,Single,4197,Yes
43,No,0,Travel_Rarely,982,Research & Development,12,3,Life Sciences,Male,Research Director,2,Divorced,14336,No
40,No,0,Travel_Rarely,555,Research & Development,2,3,Medical,Female,Laboratory Technician,3,Married,3448,No
54,No,0,Travel_Rarely,821,Research & Development,5,2,Medical,Male,Research Director,1,Married,19406,No
34,No,0,Non-Travel,1381,Sales,4,4,Marketing,Female,Sales Executive,3,Married,6538,No
31,No,0,Travel_Rarely,480,Research & Development,7,2,Medical,Female,Manufacturing Director,1,Married,4306,No
43,No,0,Travel_Frequently,313,Research & Development,21,3,Medical,Male,Laboratory Technician,4,Married,2258,No
43,No,0,Travel_Rarely,1473,Research & Development,8,4,Other,Female,Healthcare Representative,3,Divorced,4522,Yes
25,No,0,Travel_Rarely,891,Sales,4,2,Life Sciences,Female,Sales Executive,4,Single,4487,Yes
37,No,0,Non-Travel,1063,Research & Development,25,5,Medical,Female,Research Scientist,3,Married,4449,Yes
31,No,0,Travel_Rarely,329,Research & Development,1,2,Life Sciences,Male,Laboratory Technician,1,Married,2218,No
39,No,0,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,Male,Manager,3,Divorced,19197,Yes
56,No,0,Travel_Frequently,906,Sales,6,3,Life Sciences,Female,Sales Executive,1,Married,13212,No
30,No,0,Travel_Rarely,1082,Sales,12,3,Technical Degree,Female,Sales Executive,3,Single,6577,No
41,No,0,Travel_Rarely,645,Sales,1,3,Marketing,Male,Sales Executive,1,Married,8392,No
28,No,0,Travel_Rarely,1300,Research & Development,17,2,Medical,Male,Laboratory Technician,1,Divorced,4558,No
25,Yes,1,Travel_Rarely,688,Research & Development,3,3,Medical,Male,Laboratory Technician,1,Married,4031,No
52,No,0,Travel_Rarely,319,Research & Development,3,3,Medical,Male,Manufacturing Director,3,Married,7969,Yes
45,No,0,Travel_Rarely,192,Research & Development,10,2,Life Sciences,Male,Research Scientist,4,Married,2654,No
52,No,0,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,Female,Manager,4,Married,16555,No
42,No,0,Travel_Frequently,532,Research & Development,29,2,Life Sciences,Female,Research Scientist,3,Divorced,4556,No
30,No,0,Travel_Rarely,317,Research & Development,2,3,Life Sciences,Female,Manufacturing Director,4,Single,6091,No
60,No,0,Travel_Rarely,422,Research & Development,7,3,Life Sciences,Female,Manager,1,Married,19566,No
46,No,0,Travel_Rarely,1485,Research & Development,18,3,Medical,Female,Manufacturing Director,3,Divorced,4810,No
42,No,0,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,Female,Healthcare Representative,4,Married,4523,No
24,Yes,1,Travel_Rarely,1448,Sales,1,1,Technical Degree,Female,Sales Representative,2,Single,3202,Yes
34,Yes,1,Travel_Frequently,296,Sales,6,2,Marketing,Female,Sales Representative,3,Divorced,2351,No
38,No,0,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,Male,Laboratory Technician,4,Married,1702,Yes
40,No,0,Travel_Rarely,1398,Sales,2,4,Life Sciences,Female,Manager,3,Married,18041,No
26,No,0,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,Female,Research Scientist,4,Divorced,2886,No
30,No,0,Non-Travel,1400,Research & Development,3,3,Life Sciences,Male,Laboratory Technician,4,Married,2097,No
29,No,0,Travel_Rarely,986,Research & Development,3,4,Medical,Male,Research Director,3,Married,11935,No
29,Yes,1,Travel_Rarely,408,Research & Development,25,5,Technical Degree,Female,Research Scientist,2,Married,2546,No
19,Yes,1,Travel_Rarely,489,Human Resources,2,2,Technical Degree,Male,Human Resources,4,Single,2564,No
30,No,0,Non-Travel,1398,Sales,22,4,Other,Female,Sales Executive,1,Married,8412,No
57,No,0,Travel_Rarely,210,Sales,29,3,Marketing,Male,Manager,4,Divorced,14118,No
50,No,0,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,Male,Manager,3,Married,17046,No
30,No,0,Non-Travel,1116,Research & Development,2,3,Medical,Female,Laboratory Technician,4,Single,2564,No
60,No,0,Travel_Frequently,1499,Sales,28,3,Marketing,Female,Sales Executive,1,Married,10266,No
47,No,0,Travel_Rarely,983,Research & Development,2,2,Medical,Female,Manufacturing Director,4,Divorced,5070,No
46,No,0,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,Male,Research Director,3,Married,17861,No
35,No,0,Travel_Rarely,144,Research & Development,22,3,Life Sciences,Male,Laboratory Technician,3,Single,4230,No
54,No,0,Travel_Rarely,548,Research & Development,8,4,Life Sciences,Female,Laboratory Technician,3,Single,3780,No
34,No,0,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,Male,Research Scientist,3,Divorced,2768,No
46,No,0,Travel_Rarely,1125,Sales,10,3,Marketing,Female,Sales Executive,4,Married,9071,Yes
31,No,0,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,Male,Manufacturing Director,2,Divorced,10648,No
33,Yes,1,Travel_Rarely,1277,Research & Development,15,1,Medical,Male,Manager,3,Married,13610,Yes
33,Yes,1,Travel_Rarely,587,Research & Development,10,1,Medical,Male,Laboratory Technician,4,Divorced,3408,No
30,No,0,Travel_Rarely,413,Sales,7,1,Marketing,Male,Sales Representative,2,Single,2983,No
35,No,0,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,Male,Healthcare Representative,3,Married,7632,Yes
31,Yes,1,Travel_Frequently,534,Research & Development,20,3,Life Sciences,Male,Healthcare Representative,3,Married,9824,No
34,Yes,1,Travel_Frequently,988,Human Resources,23,3,Human Resources,Female,Human Resources,1,Divorced,9950,Yes
42,No,0,Travel_Frequently,1474,Research & Development,5,2,Other,Male,Laboratory Technician,3,Married,2093,No
36,No,0,Non-Travel,635,Sales,10,4,Medical,Male,Sales Executive,4,Single,9980,No
22,Yes,1,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,Male,Laboratory Technician,3,Single,3894,No
48,No,0,Travel_Rarely,163,Sales,2,5,Marketing,Female,Sales Executive,4,Married,4051,No
55,No,0,Travel_Rarely,1117,Sales,18,5,Life Sciences,Female,Manager,2,Single,16835,No
41,No,0,Non-Travel,267,Sales,10,2,Life Sciences,Male,Sales Executive,4,Single,6230,No
35,No,0,Travel_Rarely,619,Sales,1,3,Marketing,Male,Sales Executive,3,Married,4717,No
40,No,0,Travel_Rarely,302,Research & Development,6,3,Life Sciences,Female,Manufacturing Director,3,Single,13237,No
39,No,0,Travel_Frequently,443,Research & Development,8,1,Life Sciences,Female,Laboratory Technician,3,Married,3755,No
31,No,0,Travel_Rarely,828,Sales,2,1,Life Sciences,Male,Sales Executive,4,Single,6582,Yes
42,No,0,Travel_Rarely,319,Research & Development,24,3,Medical,Male,Manufacturing Director,1,Married,7406,Yes
45,No,0,Travel_Rarely,561,Sales,2,3,Other,Male,Sales Executive,2,Married,4805,No
26,Yes,1,Travel_Frequently,426,Human Resources,17,4,Life Sciences,Female,Human Resources,3,Divorced,2741,Yes
29,No,0,Travel_Rarely,232,Research & Development,19,3,Technical Degree,Male,Manufacturing Director,4,Divorced,4262,No
33,No,0,Travel_Rarely,922,Research & Development,1,5,Medical,Female,Research Director,3,Divorced,16184,No
31,No,0,Travel_Rarely,688,Sales,7,3,Life Sciences,Male,Manager,4,Divorced,11557,No
18,Yes,1,Travel_Frequently,1306,Sales,5,3,Marketing,Male,Sales Representative,2,Single,1878,Yes
40,No,0,Non-Travel,1094,Sales,28,3,Other,Male,Sales Executive,1,Divorced,10932,No
41,No,0,Non-Travel,509,Research & Development,2,4,Other,Female,Healthcare Representative,3,Single,6811,Yes
26,No,0,Travel_Rarely,775,Sales,29,2,Medical,Male,Sales Executive,3,Divorced,4306,No
35,No,0,Travel_Rarely,195,Sales,1,3,Medical,Female,Sales Executive,3,Single,4859,No
34,No,0,Travel_Rarely,258,Sales,21,4,Life Sciences,Male,Sales Executive,4,Single,5337,No
26,Yes,1,Travel_Rarely,471,Research & Development,24,3,Technical Degree,Male,Laboratory Technician,4,Single,2340,Yes
37,No,0,Travel_Rarely,799,Research & Development,1,3,Technical Degree,Female,Manufacturing Director,4,Single,7491,No
46,No,0,Travel_Frequently,1034,Research & Development,18,1,Medical,Female,Healthcare Representative,3,Married,10527,No
41,No,0,Travel_Rarely,1276,Sales,2,5,Life Sciences,Female,Manager,1,Married,16595,No
37,No,0,Non-Travel,142,Sales,9,4,Medical,Male,Sales Executive,2,Divorced,8834,No
52,No,0,Travel_Rarely,956,Research & Development,6,2,Technical Degree,Male,Research Scientist,1,Divorced,5577,Yes
32,Yes,1,Non-Travel,1474,Sales,11,4,Other,Male,Sales Executive,3,Married,4707,No
24,No,0,Travel_Frequently,535,Sales,24,3,Medical,Male,Sales Representative,4,Married,2400,No
38,No,0,Travel_Rarely,1495,Research & Development,10,3,Medical,Female,Healthcare Representative,3,Married,9824,No
37,No,0,Travel_Rarely,446,Research & Development,1,4,Life Sciences,Female,Manufacturing Director,2,Married,6447,No
49,No,0,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,Male,Research Director,3,Divorced,19502,Yes
24,No,0,Travel_Rarely,691,Research & Development,23,3,Medical,Male,Research Scientist,4,Married,2725,Yes
26,No,0,Travel_Rarely,703,Sales,28,2,Marketing,Male,Sales Executive,2,Married,6272,No
24,No,0,Travel_Rarely,823,Research & Development,17,2,Other,Male,Laboratory Technician,2,Married,2127,No
50,No,0,Travel_Frequently,1246,Human Resources,3,3,Medical,Male,Manager,2,Married,18200,No
25,No,0,Travel_Rarely,622,Sales,13,1,Medical,Male,Sales Representative,3,Married,2096,No
24,Yes,1,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,Female,Laboratory Technician,3,Married,2886,Yes
30,Yes,1,Travel_Frequently,448,Sales,12,4,Life Sciences,Male,Sales Representative,1,Married,2033,No
34,No,0,Travel_Rarely,254,Research & Development,1,2,Life Sciences,Male,Research Scientist,4,Married,3622,Yes
31,Yes,1,Travel_Rarely,1365,Sales,13,4,Medical,Male,Sales Executive,1,Divorced,4233,No
35,No,0,Travel_Rarely,538,Research & Development,25,2,Other,Male,Laboratory Technician,4,Single,3681,No
31,No,0,Travel_Rarely,525,Sales,6,4,Medical,Male,Sales Executive,4,Divorced,5460,No
27,No,0,Travel_Rarely,798,Research & Development,6,4,Medical,Female,Research Scientist,3,Divorced,2187,No
37,No,0,Travel_Rarely,558,Sales,2,3,Marketing,Male,Sales Executive,3,Married,9602,Yes
20,No,0,Travel_Rarely,959,Research & Development,1,3,Life Sciences,Female,Research Scientist,2,Single,2836,No
42,No,0,Travel_Rarely,622,Research & Development,2,4,Life Sciences,Female,Healthcare Representative,4,Married,4089,No
43,No,0,Travel_Rarely,782,Research & Development,6,4,Other,Male,Research Director,4,Divorced,16627,Yes
38,No,0,Travel_Rarely,362,Research & Development,1,1,Life Sciences,Female,Research Scientist,1,Single,2619,No
43,No,0,Travel_Frequently,1001,Research & Development,9,5,Medical,Male,Laboratory Technician,3,Divorced,5679,Yes
48,No,0,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,Female,Manager,1,Married,15402,No
44,No,0,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,Female,Human Resources,3,Single,5985,No
34,No,0,Travel_Rarely,204,Sales,14,3,Technical Degree,Female,Sales Representative,3,Divorced,2579,Yes
27,Yes,1,Travel_Rarely,1420,Sales,2,1,Marketing,Male,Sales Representative,1,Divorced,3041,No
21,No,0,Travel_Rarely,1343,Sales,22,1,Technical Degree,Male,Sales Representative,3,Single,3447,No
44,No,0,Travel_Rarely,1315,Research & Development,3,4,Other,Male,Manager,4,Married,19513,Yes
22,No,0,Travel_Rarely,604,Research & Development,6,1,Medical,Male,Research Scientist,3,Married,2773,No
33,No,0,Travel_Rarely,1216,Sales,8,4,Marketing,Male,Sales Executive,3,Divorced,7104,No
32,No,0,Travel_Rarely,646,Research & Development,9,4,Life Sciences,Female,Research Scientist,4,Married,6322,Yes
30,No,0,Travel_Frequently,160,Research & Development,3,3,Medical,Female,Research Scientist,3,Divorced,2083,No
53,No,0,Travel_Rarely,238,Sales,1,1,Medical,Female,Sales Executive,1,Single,8381,No
34,No,0,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,Male,Research Scientist,4,Married,2691,No
45,Yes,1,Travel_Frequently,306,Sales,26,4,Life Sciences,Female,Sales Executive,1,Married,4286,No
26,No,0,Travel_Rarely,991,Research & Development,6,3,Life Sciences,Female,Laboratory Technician,4,Married,2659,Yes
37,No,0,Travel_Rarely,482,Research & Development,3,3,Other,Male,Manufacturing Director,3,Married,9434,No
29,No,0,Travel_Rarely,1176,Sales,3,2,Medical,Female,Sales Executive,3,Married,5561,No
35,No,0,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,Male,Research Scientist,4,Single,6646,No
33,No,0,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,Male,Healthcare Representative,4,Divorced,7725,No
54,No,0,Travel_Rarely,397,Human Resources,19,4,Medical,Male,Human Resources,2,Married,10725,No
36,No,0,Travel_Rarely,913,Research & Development,9,2,Medical,Male,Manufacturing Director,2,Divorced,8847,Yes
27,No,0,Travel_Rarely,1115,Research & Development,3,4,Medical,Male,Research Scientist,4,Single,2045,No
